id,customer_id,session_id,channel,campaign_id,date,intent,status,order_id,variant_id
lead-public-00510,cust-0364,session-public-05600,Organic,organic,2026-02-01,browse,open,,
lead-public-00511,cust-0371,session-public-05611,DM,camp-private,2026-01-27,consider,open,,
lead-public-00512,cust-0378,session-public-05622,Paid Social,camp-move,2026-03-22,browse,open,,
lead-public-00513,cust-0385,session-public-05633,Instagram,camp-studio,2026-03-30,browse,lost,,
lead-public-00514,cust-0392,session-public-05644,Organic,organic,2026-08-01,consider,open,,
lead-public-00515,cust-0399,session-public-05655,DM,camp-private,2026-08-27,browse,open,,
lead-public-00516,cust-0006,session-public-05666,Paid Social,camp-move,2026-08-15,browse,open,,
lead-public-00517,cust-0013,session-public-05677,Instagram,camp-studio,2026-06-22,consider,lost,,
lead-public-00518,cust-0020,session-public-05688,Organic,organic,2026-04-12,browse,open,,
lead-public-00519,cust-0027,session-public-05699,DM,camp-private,2026-07-06,browse,open,,
lead-public-00520,cust-0034,session-public-05710,Paid Social,camp-move,2026-08-15,consider,open,,
lead-public-00521,cust-0041,session-public-05721,Instagram,camp-studio,2026-03-15,browse,lost,,
lead-public-00522,cust-0048,session-public-05732,Organic,organic,2026-04-04,browse,open,,
lead-public-00523,cust-0055,session-public-05743,DM,camp-private,2026-05-15,consider,open,,
lead-public-00524,cust-0062,session-public-05754,Paid Social,camp-move,2026-08-09,browse,open,,
lead-public-00525,cust-0069,session-public-05765,Instagram,camp-studio,2026-07-12,browse,lost,,
lead-public-00526,cust-0076,session-public-05776,Organic,organic,2026-04-04,consider,open,,
lead-public-00527,cust-0083,session-public-05787,DM,camp-private,2026-03-22,browse,open,,
lead-public-00528,cust-0090,session-public-05798,Paid Social,camp-move,2026-01-27,browse,open,,
lead-public-00529,cust-0097,session-public-05809,Instagram,camp-studio,2026-07-09,consider,lost,,
lead-public-00530,cust-0104,session-public-05820,Organic,organic,2026-09-07,browse,open,,
lead-public-00531,cust-0111,session-public-05831,DM,camp-private,2026-02-06,browse,open,,
lead-public-00532,cust-0118,session-public-05842,Paid Social,camp-move,2026-09-06,consider,open,,
lead-public-00533,cust-0125,session-public-05853,Instagram,camp-studio,2026-04-20,browse,lost,,
lead-public-00534,cust-0132,session-public-05864,Organic,organic,2026-04-14,browse,open,,
lead-public-00535,cust-0139,session-public-05875,DM,camp-private,2025-11-30,consider,open,,
lead-public-00536,cust-0146,session-public-05886,Paid Social,camp-move,2026-07-24,browse,open,,
lead-public-00537,cust-0153,session-public-05897,Instagram,camp-studio,2026-01-28,browse,lost,,
lead-public-00538,cust-0160,session-public-05908,Organic,organic,2026-07-11,consider,open,,
lead-public-00539,cust-0167,session-public-05919,DM,camp-private,2026-05-12,browse,open,,
lead-public-00540,cust-0174,session-public-05930,Paid Social,camp-move,2026-08-08,browse,open,,
lead-public-00541,cust-0181,session-public-05941,Instagram,camp-studio,2026-04-01,consider,lost,,
lead-public-00542,cust-0188,session-public-05952,Organic,organic,2026-05-30,browse,open,,
lead-public-00543,cust-0195,session-public-05963,DM,camp-private,2026-01-23,browse,open,,
lead-public-00544,cust-0202,session-public-05974,Paid Social,camp-move,2026-06-06,consider,open,,
lead-public-00545,cust-0209,session-public-05985,Instagram,camp-studio,2026-06-19,browse,lost,,
lead-public-00546,cust-0216,session-public-05996,Organic,organic,2026-02-28,browse,open,,
lead-public-00547,cust-0223,session-public-06007,DM,camp-private,2026-05-11,consider,open,,
lead-public-00548,cust-0230,session-public-06018,Paid Social,camp-move,2026-07-20,browse,open,,
lead-public-00549,cust-0237,session-public-06029,Instagram,camp-studio,2026-09-19,browse,lost,,
lead-public-00550,cust-0244,session-public-06040,Organic,organic,2025-11-24,consider,open,,
lead-public-00551,cust-0251,session-public-06051,DM,camp-private,2026-06-25,browse,open,,
lead-public-00552,cust-0258,session-public-06062,Paid Social,camp-move,2026-04-18,browse,open,,
lead-public-00553,cust-0265,session-public-06073,Instagram,camp-studio,2026-05-31,consider,lost,,
lead-public-00554,cust-0272,session-public-06084,Organic,organic,2026-08-18,browse,open,,
lead-public-00555,cust-0279,session-public-06095,DM,camp-private,2026-09-07,browse,open,,
lead-public-00556,cust-0286,session-public-06106,Paid Social,camp-move,2026-05-16,consider,open,,
lead-public-00557,cust-0293,session-public-06117,Instagram,camp-studio,2026-08-21,browse,lost,,
lead-public-00558,cust-0300,session-public-06128,Organic,organic,2026-05-28,browse,open,,
lead-public-00559,cust-0307,session-public-06139,DM,camp-private,2026-06-12,consider,open,,
lead-public-00560,cust-0314,session-public-06150,Paid Social,camp-move,2026-07-03,browse,open,,
lead-public-00561,cust-0321,session-public-06161,Instagram,camp-studio,2026-08-05,browse,lost,,
lead-public-00562,cust-0328,session-public-06172,Organic,organic,2026-07-18,consider,open,,
lead-public-00563,cust-0335,session-public-06183,DM,camp-private,2026-01-30,browse,open,,
lead-public-00564,cust-0342,session-public-06194,Paid Social,camp-move,2026-09-10,browse,open,,
lead-public-00565,cust-0349,session-public-06205,Instagram,camp-studio,2026-08-05,consider,lost,,
lead-public-00566,cust-0356,session-public-06216,Organic,organic,2026-04-05,browse,open,,
lead-public-00567,cust-0363,session-public-06227,DM,camp-private,2026-05-10,browse,open,,
lead-public-00568,cust-0370,session-public-06238,Paid Social,camp-move,2026-06-30,consider,open,,
lead-public-00569,cust-0377,session-public-06249,Instagram,camp-studio,2026-09-21,browse,lost,,
lead-public-00570,cust-0384,session-public-06260,Organic,organic,2026-01-25,browse,open,,
lead-public-00571,cust-0391,session-public-06271,DM,camp-private,2026-02-23,consider,open,,
lead-public-00572,cust-0398,session-public-06282,Paid Social,camp-move,2026-02-22,browse,open,,
lead-public-00573,cust-0005,session-public-06293,Instagram,camp-studio,2026-01-20,browse,lost,,
lead-public-00574,cust-0012,session-public-06304,Organic,organic,2026-05-27,consider,open,,
lead-public-00575,cust-0019,session-public-06315,DM,camp-private,2026-03-02,browse,open,,
lead-public-00576,cust-0026,session-public-06326,Paid Social,camp-move,2026-03-30,browse,open,,
lead-public-00577,cust-0033,session-public-06337,Instagram,camp-studio,2026-05-03,consider,lost,,
lead-public-00578,cust-0040,session-public-06348,Organic,organic,2026-04-26,browse,open,,
lead-public-00579,cust-0047,session-public-06359,DM,camp-private,2026-03-06,browse,open,,
lead-public-00580,cust-0054,session-public-06370,Paid Social,camp-move,2025-10-14,consider,open,,
lead-public-00581,cust-0061,session-public-06381,Instagram,camp-studio,2026-04-03,browse,lost,,
lead-public-00582,cust-0068,session-public-06392,Organic,organic,2026-06-19,browse,open,,
lead-public-00583,cust-0075,session-public-06403,DM,camp-private,2026-06-19,consider,open,,
lead-public-00584,cust-0082,session-public-06414,Paid Social,camp-move,2026-04-29,browse,open,,
lead-public-00585,cust-0089,session-public-06425,Instagram,camp-studio,2026-08-19,browse,lost,,
lead-public-00586,cust-0096,session-public-06436,Organic,organic,2026-07-14,consider,open,,
lead-public-00587,cust-0103,session-public-06447,DM,camp-private,2026-01-12,browse,open,,
lead-public-00588,cust-0110,session-public-06458,Paid Social,camp-move,2026-04-15,browse,open,,
lead-public-00589,cust-0117,session-public-06469,Instagram,camp-studio,2026-08-23,consider,lost,,
lead-public-00590,cust-0124,session-public-06480,Organic,organic,2026-04-16,browse,open,,
lead-public-00591,cust-0131,session-public-06491,DM,camp-private,2026-07-19,browse,open,,
lead-public-00592,cust-0138,session-public-06502,Paid Social,camp-move,2026-03-18,consider,open,,
lead-public-00593,cust-0145,session-public-06513,Instagram,camp-studio,2026-07-14,browse,lost,,
lead-public-00594,cust-0152,session-public-06524,Organic,organic,2026-08-11,browse,open,,
lead-public-00595,cust-0159,session-public-06535,DM,camp-private,2026-06-23,consider,open,,
lead-public-00596,cust-0166,session-public-06546,Paid Social,camp-move,2025-12-11,browse,open,,
lead-public-00597,cust-0173,session-public-06557,Instagram,camp-studio,2026-01-23,browse,lost,,
lead-public-00598,cust-0180,session-public-06568,Organic,organic,2025-12-09,consider,open,,
lead-public-00599,cust-0187,session-public-06579,DM,camp-private,2026-07-31,browse,open,,
lead-public-00600,cust-0194,session-public-06590,Paid Social,camp-move,2026-03-26,browse,open,,
lead-public-00601,cust-0201,session-public-06601,Instagram,camp-studio,2026-06-21,consider,lost,,
lead-public-00602,cust-0208,session-public-06612,Organic,organic,2026-06-07,browse,open,,
lead-public-00603,cust-0215,session-public-06623,DM,camp-private,2026-07-09,browse,open,,
lead-public-00604,cust-0222,session-public-06634,Paid Social,camp-move,2026-07-23,consider,open,,
lead-public-00605,cust-0229,session-public-06645,Instagram,camp-studio,2026-01-03,browse,lost,,
lead-public-00606,cust-0236,session-public-06656,Organic,organic,2026-03-21,browse,open,,
lead-public-00607,cust-0243,session-public-06667,DM,camp-private,2026-03-10,consider,open,,
lead-public-00608,cust-0250,session-public-06678,Paid Social,camp-move,2026-04-17,browse,open,,
lead-public-00609,cust-0257,session-public-06689,Instagram,camp-studio,2026-05-22,browse,lost,,
lead-public-00610,cust-0264,session-public-06700,Organic,organic,2026-08-10,consider,open,,
lead-public-00611,cust-0271,session-public-06711,DM,camp-private,2026-08-18,browse,open,,
lead-public-00612,cust-0278,session-public-06722,Paid Social,camp-move,2026-04-13,browse,open,,
lead-public-00613,cust-0285,session-public-06733,Instagram,camp-studio,2026-02-11,consider,lost,,
lead-public-00614,cust-0292,session-public-06744,Organic,organic,2025-11-12,browse,open,,
lead-public-00615,cust-0299,session-public-06755,DM,camp-private,2026-04-18,browse,open,,
lead-public-00616,cust-0306,session-public-06766,Paid Social,camp-move,2026-08-12,consider,open,,
lead-public-00617,cust-0313,session-public-06777,Instagram,camp-studio,2026-09-13,browse,lost,,
lead-public-00618,cust-0320,session-public-06788,Organic,organic,2026-01-11,browse,open,,
lead-public-00619,cust-0327,session-public-06799,DM,camp-private,2026-03-18,consider,open,,
lead-public-00620,cust-0334,session-public-06810,Paid Social,camp-move,2026-06-09,browse,open,,
lead-public-00621,cust-0341,session-public-06821,Instagram,camp-studio,2026-06-30,browse,lost,,
lead-public-00622,cust-0348,session-public-06832,Organic,organic,2025-10-25,consider,open,,
lead-public-00623,cust-0355,session-public-06843,DM,camp-private,2026-09-10,browse,open,,
lead-public-00624,cust-0362,session-public-06854,Paid Social,camp-move,2026-06-08,browse,open,,
lead-public-00625,cust-0369,session-public-06865,Instagram,camp-studio,2026-03-02,consider,lost,,
lead-public-00626,cust-0376,session-public-06876,Organic,organic,2026-09-08,browse,open,,
lead-public-00627,cust-0383,session-public-06887,DM,camp-private,2026-05-29,browse,open,,
lead-public-00628,cust-0390,session-public-06898,Paid Social,camp-move,2026-09-17,consider,open,,
lead-public-00629,cust-0397,session-public-06909,Instagram,camp-studio,2026-07-02,browse,lost,,
lead-public-00630,cust-0004,session-public-06920,Organic,organic,2026-09-14,browse,open,,
lead-public-00631,cust-0011,session-public-06931,DM,camp-private,2026-03-08,consider,open,,
lead-public-00632,cust-0018,session-public-06942,Paid Social,camp-move,2026-04-26,browse,open,,
lead-public-00633,cust-0025,session-public-06953,Instagram,camp-studio,2026-07-27,browse,lost,,
lead-public-00634,cust-0032,session-public-06964,Organic,organic,2026-04-24,consider,open,,
lead-public-00635,cust-0039,session-public-06975,DM,camp-private,2026-09-14,browse,open,,
lead-public-00636,cust-0046,session-public-06986,Paid Social,camp-move,2025-12-08,browse,open,,
lead-public-00637,cust-0053,session-public-06997,Instagram,camp-studio,2026-09-04,consider,lost,,
lead-public-00638,cust-0060,session-public-07008,Organic,organic,2026-07-01,browse,open,,
lead-public-00639,cust-0067,session-public-07019,DM,camp-private,2026-09-17,browse,open,,
lead-public-00640,cust-0074,session-public-07030,Paid Social,camp-move,2026-01-19,consider,open,,
lead-public-00641,cust-0081,session-public-07041,Instagram,camp-studio,2025-12-14,browse,lost,,
lead-public-00642,cust-0088,session-public-07052,Organic,organic,2026-09-06,browse,open,,
lead-public-00643,cust-0095,session-public-07063,DM,camp-private,2026-05-30,consider,open,,
lead-public-00644,cust-0102,session-public-07074,Paid Social,camp-move,2026-07-04,browse,open,,
lead-public-00645,cust-0109,session-public-07085,Instagram,camp-studio,2026-09-10,browse,lost,,
lead-public-00646,cust-0116,session-public-07096,Organic,organic,2026-01-08,consider,open,,
lead-public-00647,cust-0123,session-public-07107,DM,camp-private,2026-07-30,browse,open,,
lead-public-00648,cust-0130,session-public-07118,Paid Social,camp-move,2026-08-24,browse,open,,
lead-public-00649,cust-0137,session-public-07129,Instagram,camp-studio,2026-06-01,consider,lost,,
lead-public-00650,cust-0144,session-public-07140,Organic,organic,2026-09-05,browse,open,,
lead-public-00651,cust-0151,session-public-07151,DM,camp-private,2026-05-19,browse,open,,
lead-public-00652,cust-0158,session-public-07162,Paid Social,camp-move,2026-09-06,consider,open,,
lead-public-00653,cust-0165,session-public-07173,Instagram,camp-studio,2026-05-02,browse,lost,,
lead-public-00654,cust-0172,session-public-07184,Organic,organic,2026-06-08,browse,open,,
lead-public-00655,cust-0179,session-public-07195,DM,camp-private,2026-01-01,consider,open,,
lead-public-00656,cust-0186,session-public-07206,Paid Social,camp-move,2026-07-25,browse,open,,
lead-public-00657,cust-0193,session-public-07217,Instagram,camp-studio,2026-07-25,browse,lost,,
lead-public-00658,cust-0200,session-public-07228,Organic,organic,2025-12-12,consider,open,,
lead-public-00659,cust-0207,session-public-07239,DM,camp-private,2026-08-05,browse,open,,
lead-public-00660,cust-0214,session-public-07250,Paid Social,camp-move,2026-09-10,browse,open,,
lead-public-00661,cust-0221,session-public-07261,Instagram,camp-studio,2026-05-04,consider,lost,,
lead-public-00662,cust-0228,session-public-07272,Organic,organic,2026-03-14,browse,open,,
lead-public-00663,cust-0235,session-public-07283,DM,camp-private,2025-12-31,browse,open,,
lead-public-00664,cust-0242,session-public-07294,Paid Social,camp-move,2026-08-19,consider,open,,
lead-public-00665,cust-0249,session-public-07305,Instagram,camp-studio,2026-05-28,browse,lost,,
lead-public-00666,cust-0256,session-public-07316,Organic,organic,2026-07-03,browse,open,,
lead-public-00667,cust-0263,session-public-07327,DM,camp-private,2026-04-30,consider,open,,
lead-public-00668,cust-0270,session-public-07338,Paid Social,camp-move,2026-08-22,browse,open,,
lead-public-00669,cust-0277,session-public-07349,Instagram,camp-studio,2026-01-27,browse,lost,,
lead-public-00670,cust-0284,session-public-07360,Organic,organic,2026-03-27,consider,open,,
lead-public-00671,cust-0291,session-public-07371,DM,camp-private,2025-11-11,browse,open,,
lead-public-00672,cust-0298,session-public-07382,Paid Social,camp-move,2026-05-19,browse,open,,
